School_Name,District,College_Name,College_Type,County_Name,County_Population,City,City_Population,ZIP,Zip_Population,State
DNE,DNE,Galen Health Institutes-Wichita,2,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Kansas Health Science Center,1,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Newman University,1,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Old Town Barber College-Wichita,3,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Paul Mitchell the School-Wichita,3,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,WellSpring School of Allied Health-Wichita,2,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Wichita State University,1,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Wichita State University-Campus of Applied Sciences and Technology,2,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
DNE,DNE,Wichita Technical Institute,3,Sedgwick County,524810,Wichita,396488,DNE,-1,KS
Dodge Literacy Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
Earhart Environ Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67204,22913,KS
East High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Education Imagine Academy,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67202,2102,KS
Enders STEM and Leadership Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Enterprise Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Franklin Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
Gammon Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67226,21441,KS
Gardiner Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Gordon Parks Academy,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67219,12093,KS
Griffith Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67218,22945,KS
Hadley Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
Hamilton Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Harry Street Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Heights High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67219,12093,KS
Horace Mann Dual Language Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
Hyde Intl Studies/Commun Elem Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67208,18078,KS
Irving Elementary,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
Jackson Elementary,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67220,14779,KS
Jardine Technology Middle Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67210,9178,KS
Jefferson Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67218,22945,KS
Kelly Liberal Arts Academy,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Kensler Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
L'Ouverture Computer Technology Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
Lawrence Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
Levy Sp Ed Center,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
Linwood Elementary,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Maize South Elementary,Maize,DNE,-1,Sedgwick County,524810,Wichita,396488,67205,20600,KS
Maize South High School,Maize,DNE,-1,Sedgwick County,524810,Wichita,396488,67205,20600,KS
Maize South Intermediate School,Maize,DNE,-1,Sedgwick County,524810,Wichita,396488,67205,20600,KS
Maize South Middle School,Maize,DNE,-1,Sedgwick County,524810,Wichita,396488,67205,20600,KS
Marshall Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Mayberry Cultural and Fine Arts Magnet Middle,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
McCollom Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
McLean Science/Tech Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67204,22913,KS
Mead Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67211,18691,KS
Minneha Core Knowledge Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67206,17468,KS
Mueller Aerospace/Engineering Discovery Magne,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
North High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Northwest High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
O K Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Oaklawn Elem,Derby,DNE,-1,Sedgwick County,524810,Wichita,396488,67216,22529,KS
Oatville Elem,Haysville,DNE,-1,Sedgwick County,524810,Wichita,396488,67215,6468,KS
Ortiz Elementary School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67204,22913,KS
Park Elementary,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Paul B Cooper Elem,Derby,DNE,-1,Sedgwick County,524810,Wichita,396488,67216,22529,KS
Payne Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
Peterson Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
Pleasant Valley Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67204,22913,KS
Pleasant Valley Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67204,22913,KS
Price-Harris Communications Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67206,17468,KS
Riverside Leadership Magnet Elementary,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Robinson Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67208,18078,KS
Ruth Clark Elementary K-5,Haysville,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Seltzer Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67207,27721,KS
South High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Southeast High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67207,27721,KS
Sowers Alternative High School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67216,22529,KS
Spaght Multimedia Magnet,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
Stanley Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
Stucky Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67220,14779,KS
Truesdell Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Washington Accelerated Learning Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
Wells Alternative Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67216,22529,KS
West High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67213,20702,KS
Wheatland Elementary,Andover,DNE,-1,Sedgwick County,524810,Wichita,396488,67230,11822,KS
White Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67216,22529,KS
Wichita Alternative High,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67214,15553,KS
Wilbur Middle School,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67212,43278,KS
Wineteer Elem,Derby,DNE,-1,Sedgwick County,524810,Wichita,396488,67210,9178,KS
Woodland Health / Wellness Magnet Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67203,30869,KS
Woodman Elem,Wichita,DNE,-1,Sedgwick County,524810,Wichita,396488,67217,32529,KS
Kismet Elem,Kismet-Plains,DNE,-1,Seward County,21640,Kismet,476,67859,648,KS
Southwestern Heights Jr/Sr High,Kismet-Plains,DNE,-1,Seward County,21640,Kismet,476,67859,648,KS
Cottonwood Elementary School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
DNE,DNE,Seward County Community College,2,Seward County,21640,Liberal,19107,DNE,-1,KS
Eisenhower Middle School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
Liberal Sr High,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
MacArthur Elementary School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
Meadowlark Elementary School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
Prairie View Elementary School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
Seymour Rogers Middle School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
Sunflower Elementary School,Liberal,DNE,-1,Seward County,21640,Liberal,19107,67905,-1,KS
Auburn Elementary,Auburn-Washburn,DNE,-1,Shawnee County,178315,Auburn,1185,66402,3044,KS
Berryton Elem,Shawnee Heights,DNE,-1,Shawnee County,178315,Berryton,-1,66409,3478,KS
Rossville Elem,Kaw Valley,DNE,-1,Shawnee County,178315,Rossville,1183,66533,1609,KS
Rossville Jr.-Sr. High School,Kaw Valley,DNE,-1,Shawnee County,178315,Rossville,1183,66533,1609,KS
Silver Lake Elem,Silver Lake,DNE,-1,Shawnee County,178315,Silver Lake,1549,66539,2723,KS
Silver Lake Jr-Sr High,Silver Lake,DNE,-1,Shawnee County,178315,Silver Lake,1549,66539,2723,KS
Shawnee Heights High,Shawnee Heights,DNE,-1,Shawnee County,178315,Tecumseh,-1,66542,3039,KS
Shawnee Heights Middle,Shawnee Heights,DNE,-1,Shawnee County,178315,Tecumseh,-1,66542,3039,KS
Tecumseh North Elem,Shawnee Heights,DNE,-1,Shawnee County,178315,Tecumseh,-1,66542,3039,KS
Tecumseh South Elem,Shawnee Heights,DNE,-1,Shawnee County,178315,Tecumseh,-1,66542,3039,KS
Avondale Academy,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66609,7912,KS
Capital City,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66606,10177,KS
Chase Middle School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66616,6065,KS
DNE,DNE,Midwest Barber College,3,Shawnee County,178315,Topeka,126103,DNE,-1,KS
DNE,DNE,Rasmussen University-Kansas,1,Shawnee County,178315,Topeka,126103,DNE,-1,KS
DNE,DNE,Washburn Institute of Technology,3,Shawnee County,178315,Topeka,126103,DNE,-1,KS
DNE,DNE,Washburn University,1,Shawnee County,178315,Topeka,126103,DNE,-1,KS
Eisenhower Middle School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66605,20592,KS
Elmont Elem,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66618,10113,KS
Farley Elementary,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66614,32586,KS
Highland Park Central,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66605,20592,KS
Highland Park High,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66605,20592,KS
Hope Street Charter Academy,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
Indian Hills Elementary,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66614,32586,KS
Jardine Elementary,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66611,9912,KS
Jardine Middle School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66611,9912,KS
Jay Shideler Elementary,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66610,9728,KS
Landon Middle School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66606,10177,KS
Lawrence Gardner High School,Department of Corrections,DNE,-1,Shawnee County,178315,Topeka,126103,66618,10113,KS
Logan Elementary,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66608,4789,KS
Lowman Hill Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
Marjorie French Middle School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66614,32586,KS
McCarter Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
McClure Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66614,32586,KS
McEachron Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66614,32586,KS
Meadows Elementary,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66606,10177,KS
North Fairview,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66617,8748,KS
Northern Hills Elementary,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66617,8748,KS
Pauline Central Primary,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66619,3069,KS
Quincy Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66608,4789,KS
Randolph Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
Robinson Middle School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
Ross Elementary,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66605,20592,KS
Scott Dual Language Magnet,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66607,9873,KS
Seaman High,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66617,8748,KS
Seaman Middle School,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66617,8748,KS
Shawnee Heights Elem,Shawnee Heights,DNE,-1,Shawnee County,178315,Topeka,126103,66605,20592,KS
State Street Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66616,6065,KS
Topeka High,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66612,1994,KS
Topeka Virtual School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66609,7912,KS
Topeka West High,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
Wanamaker Elem,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66615,3144,KS
Washburn Rural High,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66619,3069,KS
Washburn Rural Middle School,Auburn-Washburn,DNE,-1,Shawnee County,178315,Topeka,126103,66619,3069,KS
West Indianola Elem,Seaman,DNE,-1,Shawnee County,178315,Topeka,126103,66618,10113,KS
Whitson Elem,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66604,22876,KS
Williams Science and Fine Arts Magnet School,Topeka Public Schools,DNE,-1,Shawnee County,178315,Topeka,126103,66612,1994,KS
Pauline South Intermediate,Auburn-Washburn,DNE,-1,Shawnee County,178315,Wakarusa,-1,66546,1182,KS
Hoxie Elem,Hoxie Community Schools,DNE,-1,Sheridan County,2442,Hoxie,1191,67740,1642,KS
Hoxie High,Hoxie Community Schools,DNE,-1,Sheridan County,2442,Hoxie,1191,67740,1642,KS
Golden Plains Elem,Golden Plains,DNE,-1,Sheridan County,2442,Selden,287,67757,481,KS
DNE,DNE,Northwest Kansas Technical College,2,Sherman County,5919,Goodland,3878,DNE,-1,KS
Goodland Jr-Sr. High School,Goodland,DNE,-1,Sherman County,5919,Goodland,3878,67735,5203,KS
Goodland Learning Center,Goodland,DNE,-1,Sherman County,5919,Goodland,3878,66735,800,KS
Goodland Virtual School,Goodland,DNE,-1,Sherman County,5919,Goodland,3878,67735,5203,KS
North Elementary,Goodland,DNE,-1,Sherman County,5919,Goodland,3878,67735,5203,KS
West Elementary,Goodland,DNE,-1,Sherman County,5919,Goodland,3878,67735,5203,KS
THUNDER RIDGE ELEMENTARY,Thunder Ridge Schools,DNE,-1,Smith County,3579,KENSINGTON,-1,66951,826,KS
THUNDER RIDGE HIGH SCHOOL,Thunder Ridge Schools,DNE,-1,Smith County,3579,KENSINGTON,-1,66951,826,KS
Smith Center Elem,Smith Center,DNE,-1,Smith County,3579,Smith Center,1585,66967,2003,KS
Smith Center Jr Sr High,Smith Center,DNE,-1,Smith County,3579,Smith Center,1585,66967,2003,KS
Macksville Elem,Macksville,DNE,-1,Stafford County,4004,Macksville,585,67557,678,KS
Macksville High,Macksville,DNE,-1,Stafford County,4004,Macksville,585,67557,678,KS
St John Elem,St John-Hudson,DNE,-1,Stafford County,4004,St. John,1247,67576,2010,KS
St John High,St John-Hudson,DNE,-1,Stafford County,4004,St. John,1247,67576,2010,KS
Stafford Elementary,Stafford,DNE,-1,Stafford County,4004,Stafford,680,67578,1033,KS
Stafford Middle School/High School,Stafford,DNE,-1,Stafford County,4004,Stafford,680,67578,1033,KS
Stanton County Elementary,Stanton County,DNE,-1,Stanton County,2018,Johnson,-1,67855,1835,KS
Stanton County Jr./Sr. High School,Stanton County,DNE,-1,Stanton County,2018,Johnson,-1,67855,1835,KS
Hugoton Elem,Hugoton Public Schools,DNE,-1,Stevens County,5212,Hugoton,4065,67951,4610,KS
Hugoton High,Hugoton Public Schools,DNE,-1,Stevens County,5212,Hugoton,4065,67951,4610,KS
Hugoton Learning Academy,Hugoton Public Schools,DNE,-1,Stevens County,5212,Hugoton,4065,67951,4610,KS
Hugoton Middle,Hugoton Public Schools,DNE,-1,Stevens County,5212,Hugoton,4065,67951,4610,KS
Moscow Elem,Moscow Public Schools,DNE,-1,Stevens County,5212,Moscow,197,67952,494,KS
Moscow High,Moscow Public Schools,DNE,-1,Stevens County,5212,Moscow,197,67952,494,KS
Argonia Elem,Argonia Public Schools,DNE,-1,Sumner County,22386,Argonia,573,67004,781,KS
Argonia High,Argonia Public Schools,DNE,-1,Sumner County,22386,Argonia,573,67004,781,KS
Belle Plaine Elem,Belle Plaine,DNE,-1,Sumner County,22386,Belle Plaine,1486,67013,2671,KS
Belle Plaine High,Belle Plaine,DNE,-1,Sumner County,22386,Belle Plaine,1486,67013,2671,KS
Belle Plaine Middle,Belle Plaine,DNE,-1,Sumner County,22386,Belle Plaine,1486,67013,2671,KS
Caldwell Elem,Caldwell,DNE,-1,Sumner County,22386,Caldwell,1091,67022,1579,KS
Caldwell Secondary School,Caldwell,DNE,-1,Sumner County,22386,Caldwell,1091,67022,1579,KS
Caldwell Secondary School-Chisholm Trail eLea,Caldwell,DNE,-1,Sumner County,22386,Caldwell,1091,67022,1579,KS
Conway Springs High School,Conway Springs,DNE,-1,Sumner County,22386,Conway Springs,1597,67031,2527,KS
Conway Springs Kyle Trueblood,Conway Springs,DNE,-1,Sumner County,22386,Conway Springs,1597,67031,2527,KS
Conway Springs Middle School,Conway Springs,DNE,-1,Sumner County,22386,Conway Springs,1597,67031,2527,KS
Oxford Elem,Oxford,DNE,-1,Sumner County,22386,Oxford,892,67119,1238,KS
Oxford Jr/Sr High,Oxford,DNE,-1,Sumner County,22386,Oxford,892,67119,1238,KS
Oxford Online Virtual School,Oxford,DNE,-1,Sumner County,22386,Oxford,892,67119,1238,KS
South Haven Elem,South Haven,DNE,-1,Sumner County,22386,South Haven,327,67140,995,KS
South Haven High,South Haven,DNE,-1,Sumner County,22386,South Haven,327,67140,995,KS
Eisenhower Elem,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Kennedy Elem,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Lincoln Elem,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Washington Elem,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Wellington High School,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Wellington Middle School,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Wellington Virtual School,Wellington,DNE,-1,Sumner County,22386,Wellington,7643,67152,9199,KS
Brewster Elem,Brewster,DNE,-1,Thomas County,7913,Brewster,440,67732,698,KS
Brewster High,Brewster,DNE,-1,Thomas County,7913,Brewster,440,67732,698,KS
Colby Elem,Colby Public Schools,DNE,-1,Thomas County,7913,Colby,5389,67701,6166,KS
Colby Middle School,Colby Public Schools,DNE,-1,Thomas County,7913,Colby,5389,67701,6166,KS
Colby Senior High,Colby Public Schools,DNE,-1,Thomas County,7913,Colby,5389,67701,6166,KS
DNE,DNE,Colby Community College,2,Thomas County,7913,Colby,5389,DNE,-1,KS
Golden Plains High,Golden Plains,DNE,-1,Thomas County,7913,Rexford,150,67753,422,KS
Golden Plains Middle,Golden Plains,DNE,-1,Thomas County,7913,Rexford,150,67753,422,KS
Trego Community High,Trego County,DNE,-1,Trego County,2778,WaKeeney,1838,67672,2111,KS
Trego Grade School,Trego County,DNE,-1,Trego County,2778,WaKeeney,1838,67672,2111,KS
Wabaunsee Elementary School,Wabaunsee,DNE,-1,Wabaunsee County,6961,Alma,965,66401,1928,KS
Wabaunsee Sr High,Wabaunsee,DNE,-1,Wabaunsee County,6961,Alma,965,66401,1928,KS
Prairie Heights Elementary School,Morris County,DNE,-1,Wabaunsee County,6961,Alta Vista,484,66834,1030,KS
Mission Valley Elementary,Mission Valley,DNE,-1,Wabaunsee County,6961,Eskridge,388,66423,830,KS
Mission Valley Junior and Senior High School,Mission Valley,DNE,-1,Wabaunsee County,6961,Eskridge,388,66423,830,KS
Wabaunsee Junior High,Wabaunsee,DNE,-1,Wabaunsee County,6961,Paxico,231,66526,818,KS
Sharon Springs Elem,Wallace County Schools,DNE,-1,Wallace County,1459,Sharon Springs,837,67758,1059,KS
Wallace County High,Wallace County Schools,DNE,-1,Wallace County,1459,Sharon Springs,837,67758,1059,KS
Weskan Elem,Weskan,DNE,-1,Wallace County,1459,Weskan,-1,67762,248,KS
Weskan High,Weskan,DNE,-1,Wallace County,1459,Weskan,-1,67762,248,KS
Clifton-Clyde Grade School K-3,Clifton-Clyde,DNE,-1,Washington County,5519,Clifton,453,66937,919,KS
Clifton-Clyde Middle School,Clifton-Clyde,DNE,-1,Washington County,5519,Clifton,453,66937,919,KS
Hanover Elem,Barnes,DNE,-1,Washington County,5519,Hanover,831,66945,987,KS
Hanover High,Barnes,DNE,-1,Washington County,5519,Hanover,831,66945,987,KS
Linn Elem,Barnes,DNE,-1,Washington County,5519,Linn,478,66953,611,KS
Linn High,Barnes,DNE,-1,Washington County,5519,Linn,478,66953,611,KS
Washington County High School,Washington Co. Schools,DNE,-1,Washington County,5519,Washington,1199,66968,1435,KS
Washington Elementary,Washington Co. Schools,DNE,-1,Washington County,5519,Washington,1199,66968,1435,KS
Wichita County Elementary,Leoti,DNE,-1,Wichita County,2115,Leoti,1461,67879,1293,KS
Wichita County Junior-Senior High School,Leoti,DNE,-1,Wichita County,2115,Leoti,1461,67861,2002,KS
Altoona-Midway Elementary,Altoona-Midway,DNE,-1,Wilson County,8559,Altoona,409,66710,763,KS
Altoona-Midway Middle/High School,Altoona-Midway,DNE,-1,Wilson County,8559,Buffalo,290,66717,534,KS
Fredonia Early Learning Center,Fredonia,DNE,-1,Wilson County,8559,Fredonia,2113,66736,3517,KS
Fredonia Jr./Sr. High School,Fredonia,DNE,-1,Wilson County,8559,Fredonia,2113,66736,3517,KS
Fredonia Virtual Academy,Fredonia,DNE,-1,Wilson County,8559,Fredonia,2113,66736,3517,KS
Lincoln Elementary,Fredonia,DNE,-1,Wilson County,8559,Fredonia,2113,66736,3517,KS
Heller Elem,Neodesha,DNE,-1,Wilson County,8559,Neodesha,2311,66757,3225,KS
Neodesha High,Neodesha,DNE,-1,Wilson County,8559,Neodesha,2311,66757,3225,KS
North Lawn Elem,Neodesha,DNE,-1,Wilson County,8559,Neodesha,2311,66757,3225,KS
Yates Center Elem,Woodson,DNE,-1,Woodson County,3118,Yates Center,1381,66783,2117,KS
Yates Center High,Woodson,DNE,-1,Woodson County,3118,Yates Center,1381,66783,2117,KS
Bonner Springs Elementary,Bonner Springs,DNE,-1,Wyandotte County,167277,Bonner Springs,7735,66012,10301,KS
Bonner Springs High,Bonner Springs,DNE,-1,Wyandotte County,167277,Bonner Springs,7735,66012,10301,KS
Robert E Clark Middle,Bonner Springs,DNE,-1,Wyandotte County,167277,Bonner Springs,7735,66012,10301,KS
Edwardsville Elem,Bonner Springs,DNE,-1,Wyandotte County,167277,Edwardsville,4721,66111,10449,KS
500 Reach,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66612,1994,KS
Alfred Fairfax Academy,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66109,27715,KS
Argentine Middle,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66106,23762,KS
Arrowhead Middle,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66112,12968,KS
Banneker Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66101,12463,KS
Bertram Caruthers Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66104,26820,KS
Beyond the Bell,Turner-Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66106,23762,KS
Bridges/Wyandot Academy,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66104,26820,KS
Carl B. Bruce Middle School,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66104,26820,KS
Central Middle,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66101,12463,KS
Chelsea Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66104,26820,KS
Claude A Huyck Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66112,12968,KS
D D Eisenhower Middle,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66109,27715,KS
DNE,DNE,Donnelly College,1,Wyandotte County,167277,Kansas City,154776,DNE,-1,KS
DNE,DNE,Kansas City Kansas Community College,2,Wyandotte County,167277,Kansas City,154776,DNE,-1,KS
Delaware Ridge Elementary,Bonner Springs,DNE,-1,Wyandotte County,167277,Kansas City,154776,66115,0,KS
Douglass Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66101,12463,KS
Emerson Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66106,23762,KS
Eugene Ware Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66102,30062,KS
F L Schlagle High,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66104,26820,KS
Frances Willard Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66102,30062,KS
Frank Rushton Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66103,12841,KS
Gloria Willis Middle School,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66102,30062,KS
Grant Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66101,12463,KS
Hazel Grove Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66104,26820,KS
J C Harmon High,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66106,23762,KS
John F Kennedy Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66109,27715,KS
John Fiske Elem,Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66105,2388,KS
Junction Elementary,Turner-Kansas City,DNE,-1,Wyandotte County,167277,Kansas City,154776,66106,23762,KS
