GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASN1E001,NAME_M,ASN1M001
"G20000100","2019-2023","KS",,,"Kansas","20",,,"Abbyville city","00100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000100",,,"2000100","Abbyville city, Kansas",70,"Abbyville city, Kansas",30
"G20000125","2019-2023","KS",,,"Kansas","20",,,"Abilene city","00125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000125",,,"2000125","Abilene city, Kansas",6449,"Abilene city, Kansas",23
"G20000225","2019-2023","KS",,,"Kansas","20",,,"Ada CDP","00225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000225",,,"2000225","Ada CDP, Kansas",70,"Ada CDP, Kansas",67
"G20000325","2019-2023","KS",,,"Kansas","20",,,"Admire city","00325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000325",,,"2000325","Admire city, Kansas",177,"Admire city, Kansas",92
"G20000475","2019-2023","KS",,,"Kansas","20",,,"Agenda city","00475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000475",,,"2000475","Agenda city, Kansas",71,"Agenda city, Kansas",34
"G20000550","2019-2023","KS",,,"Kansas","20",,,"Agra city","00550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000550",,,"2000550","Agra city, Kansas",222,"Agra city, Kansas",67
"G20000825","2019-2023","KS",,,"Kansas","20",,,"Albert city","00825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000825",,,"2000825","Albert city, Kansas",102,"Albert city, Kansas",33
"G20000950","2019-2023","KS",,,"Kansas","20",,,"Alden city","00950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2000950",,,"2000950","Alden city, Kansas",110,"Alden city, Kansas",47
"G20001050","2019-2023","KS",,,"Kansas","20",,,"Alexander city","01050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001050",,,"2001050","Alexander city, Kansas",32,"Alexander city, Kansas",13
"G20001275","2019-2023","KS",,,"Kansas","20",,,"Allen city","01275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001275",,,"2001275","Allen city, Kansas",276,"Allen city, Kansas",95
"G20001350","2019-2023","KS",,,"Kansas","20",,,"Alma city","01350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001350",,,"2001350","Alma city, Kansas",965,"Alma city, Kansas",195
"G20001425","2019-2023","KS",,,"Kansas","20",,,"Almena city","01425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001425",,,"2001425","Almena city, Kansas",447,"Almena city, Kansas",155
"G20001550","2019-2023","KS",,,"Kansas","20",,,"Altamont city","01550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001550",,,"2001550","Altamont city, Kansas",996,"Altamont city, Kansas",216
"G20001575","2019-2023","KS",,,"Kansas","20",,,"Alta Vista city","01575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001575",,,"2001575","Alta Vista city, Kansas",484,"Alta Vista city, Kansas",125
"G20001600","2019-2023","KS",,,"Kansas","20",,,"Alton city","01600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001600",,,"2001600","Alton city, Kansas",126,"Alton city, Kansas",51
"G20001625","2019-2023","KS",,,"Kansas","20",,,"Altoona city","01625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001625",,,"2001625","Altoona city, Kansas",409,"Altoona city, Kansas",105
"G20001675","2019-2023","KS",,,"Kansas","20",,,"Americus city","01675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001675",,,"2001675","Americus city, Kansas",1147,"Americus city, Kansas",211
"G20001725","2019-2023","KS",,,"Kansas","20",,,"Ames CDP","01725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001725",,,"2001725","Ames CDP, Kansas",0,"Ames CDP, Kansas",11
"G20001775","2019-2023","KS",,,"Kansas","20",,,"Andale city","01775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001775",,,"2001775","Andale city, Kansas",1259,"Andale city, Kansas",214
"G20001800","2019-2023","KS",,,"Kansas","20",,,"Andover city","01800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001800",,,"2001800","Andover city, Kansas",15508,"Andover city, Kansas",374
"G20001975","2019-2023","KS",,,"Kansas","20",,,"Anthony city","01975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2001975",,,"2001975","Anthony city, Kansas",2228,"Anthony city, Kansas",184
"G20002175","2019-2023","KS",,,"Kansas","20",,,"Arcadia city","02175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002175",,,"2002175","Arcadia city, Kansas",271,"Arcadia city, Kansas",144
"G20002250","2019-2023","KS",,,"Kansas","20",,,"Argonia city","02250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002250",,,"2002250","Argonia city, Kansas",573,"Argonia city, Kansas",201
"G20002300","2019-2023","KS",,,"Kansas","20",,,"Arkansas City city","02300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002300",,,"2002300","Arkansas City city, Kansas",11909,"Arkansas City city, Kansas",49
"G20002325","2019-2023","KS",,,"Kansas","20",,,"Arlington city","02325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002325",,,"2002325","Arlington city, Kansas",393,"Arlington city, Kansas",128
"G20002375","2019-2023","KS",,,"Kansas","20",,,"Arma city","02375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002375",,,"2002375","Arma city, Kansas",1131,"Arma city, Kansas",246
"G20002600","2019-2023","KS",,,"Kansas","20",,,"Asherville CDP","02600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002600",,,"2002600","Asherville CDP, Kansas",0,"Asherville CDP, Kansas",11
"G20002675","2019-2023","KS",,,"Kansas","20",,,"Ashland city","02675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002675",,,"2002675","Ashland city, Kansas",807,"Ashland city, Kansas",160
"G20002850","2019-2023","KS",,,"Kansas","20",,,"Assaria city","02850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002850",,,"2002850","Assaria city, Kansas",433,"Assaria city, Kansas",108
"G20002900","2019-2023","KS",,,"Kansas","20",,,"Atchison city","02900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2002900",,,"2002900","Atchison city, Kansas",10795,"Atchison city, Kansas",24
